"AGE","GEO","TIME","SEX","UNIT","Value"
"Total","Andorra","1964","Total","Number",":"
"Total","Andorra","1964","Males","Number",":"
"Total","Andorra","1964","Females","Number",":"
"Total","Andorra","1965","Total","Number",":"
"Total","Andorra","1965","Males","Number",":"
"Total","Andorra","1965","Females","Number",":"
"Total","Andorra","1966","Total","Number",":"
"Total","Andorra","1966","Males","Number",":"
"Total","Andorra","1966","Females","Number",":"
"Total","Andorra","1967","Total","Number",":"
"Total","Andorra","1967","Males","Number",":"
"Total","Andorra","1967","Females","Number",":"
"Total","Andorra","1968","Total","Number",":"
"Total","Andorra","1968","Males","Number",":"
"Total","Andorra","1968","Females","Number",":"
"Total","Andorra","1969","Total","Number",":"
"Total","Andorra","1969","Males","Number",":"
"Total","Andorra","1969","Females","Number",":"
"Total","Andorra","1970","Total","Number",":"
"Total","Andorra","1970","Males","Number",":"
"Total","Andorra","1970","Females","Number",":"
"Total","Andorra","1971","Total","Number",":"
"Total","Andorra","1971","Males","Number",":"
"Total","Andorra","1971","Females","Number",":"
"Total","Andorra","1972","Total","Number",":"
"Total","Andorra","1972","Males","Number",":"
"Total","Andorra","1972","Females","Number",":"
"Total","Andorra","1973","Total","Number",":"
"Total","Andorra","1973","Males","Number",":"
"Total","Andorra","1973","Females","Number",":"
"Total","Andorra","1974","Total","Number",":"
"Total","Andorra","1974","Males","Number",":"
"Total","Andorra","1974","Females","Number",":"
"Total","Andorra","1975","Total","Number",":"
"Total","Andorra","1975","Males","Number",":"
"Total","Andorra","1975","Females","Number",":"
"Total","Andorra","1976","Total","Number",":"
"Total","Andorra","1976","Males","Number",":"
"Total","Andorra","1976","Females","Number",":"
"Total","Andorra","1977","Total","Number",":"
"Total","Andorra","1977","Males","Number",":"
"Total","Andorra","1977","Females","Number",":"
"Total","Andorra","1978","Total","Number",":"
"Total","Andorra","1978","Males","Number",":"
"Total","Andorra","1978","Females","Number",":"
"Total","Andorra","1979","Total","Number",":"
"Total","Andorra","1979","Males","Number",":"
"Total","Andorra","1979","Females","Number",":"
"Total","Andorra","1980","Total","Number",":"
"Total","Andorra","1980","Males","Number",":"
"Total","Andorra","1980","Females","Number",":"
"Total","Andorra","1981","Total","Number",":"
"Total","Andorra","1981","Males","Number",":"
"Total","Andorra","1981","Females","Number",":"
"Total","Andorra","1982","Total","Number",":"
"Total","Andorra","1982","Males","Number",":"
"Total","Andorra","1982","Females","Number",":"
"Total","Andorra","1983","Total","Number",":"
"Total","Andorra","1983","Males","Number",":"
"Total","Andorra","1983","Females","Number",":"
"Total","Andorra","1984","Total","Number",":"
"Total","Andorra","1984","Males","Number",":"
"Total","Andorra","1984","Females","Number",":"
"Total","Andorra","1985","Total","Number",":"
"Total","Andorra","1985","Males","Number",":"
"Total","Andorra","1985","Females","Number",":"
"Total","Andorra","1986","Total","Number","44.593"
"Total","Andorra","1986","Males","Number","23.695"
"Total","Andorra","1986","Females","Number","20.898"
"Total","Andorra","1987","Total","Number","46.976"
"Total","Andorra","1987","Males","Number","24.828"
"Total","Andorra","1987","Females","Number","22.148"
"Total","Andorra","1988","Total","Number","48.451"
"Total","Andorra","1988","Males","Number","25.637"
"Total","Andorra","1988","Females","Number","22.814"
"Total","Andorra","1989","Total","Number","50.528"
"Total","Andorra","1989","Males","Number","26.715"
"Total","Andorra","1989","Females","Number","23.813"
"Total","Andorra","1990","Total","Number","50.887"
"Total","Andorra","1990","Males","Number","26.716"
"Total","Andorra","1990","Females","Number","24.171"
"Total","Andorra","1991","Total","Number","54.507"
"Total","Andorra","1991","Males","Number","28.965"
"Total","Andorra","1991","Females","Number","25.542"
"Total","Andorra","1992","Total","Number","59.048"
"Total","Andorra","1992","Males","Number","31.476"
"Total","Andorra","1992","Females","Number","27.572"
"Total","Andorra","1993","Total","Number","61.599"
"Total","Andorra","1993","Males","Number","32.735"
"Total","Andorra","1993","Females","Number","28.864"
"Total","Andorra","1994","Total","Number","65.226"
"Total","Andorra","1994","Males","Number","34.820"
"Total","Andorra","1994","Females","Number","30.406"
"Total","Andorra","1995","Total","Number","64.311"
"Total","Andorra","1995","Males","Number","34.083"
"Total","Andorra","1995","Females","Number","30.228"
"Total","Andorra","1996","Total","Number","63.859"
"Total","Andorra","1996","Males","Number","33.659"
"Total","Andorra","1996","Females","Number","30.200"
"Total","Andorra","1997","Total","Number","64.479"
"Total","Andorra","1997","Males","Number","33.852"
"Total","Andorra","1997","Females","Number","30.627"
"Total","Andorra","1998","Total","Number","65.306"
"Total","Andorra","1998","Males","Number","34.281"
"Total","Andorra","1998","Females","Number","31.025"
"Total","Andorra","1999","Total","Number","65.877"
"Total","Andorra","1999","Males","Number","34.493"
"Total","Andorra","1999","Females","Number","31.384"
"Total","Andorra","2000","Total","Number","65.971"
"Total","Andorra","2000","Males","Number","34.433"
"Total","Andorra","2000","Females","Number","31.538"
"Total","Andorra","2001","Total","Number","65.844"
"Total","Andorra","2001","Males","Number","34.268"
"Total","Andorra","2001","Females","Number","31.576"
"Total","Andorra","2002","Total","Number","66.334"
"Total","Andorra","2002","Males","Number","34.419"
"Total","Andorra","2002","Females","Number","31.915"
"Total","Andorra","2003","Total","Number","67.159"
"Total","Andorra","2003","Males","Number","34.805"
"Total","Andorra","2003","Females","Number","32.354"
"Total","Andorra","2004","Total","Number","72.320"
"Total","Andorra","2004","Males","Number","37.582"
"Total","Andorra","2004","Females","Number","34.738"
"Total","Andorra","2005","Total","Number","76.875"
"Total","Andorra","2005","Males","Number","40.085"
"Total","Andorra","2005","Females","Number","36.790"
"Total","Andorra","2006","Total","Number","78.549"
"Total","Andorra","2006","Males","Number","40.974"
"Total","Andorra","2006","Females","Number","37.575"
"Total","Andorra","2007","Total","Number","81.222"
"Total","Andorra","2007","Males","Number","42.517"
"Total","Andorra","2007","Females","Number","38.705"
"Total","Andorra","2008","Total","Number","83.137"
"Total","Andorra","2008","Males","Number","43.515"
"Total","Andorra","2008","Females","Number","39.622"
"Total","Andorra","2009","Total","Number","84.484"
"Total","Andorra","2009","Males","Number","44.181"
"Total","Andorra","2009","Females","Number","40.303"
"Total","Andorra","2010","Total","Number","84.082"
"Total","Andorra","2010","Males","Number","43.786"
"Total","Andorra","2010","Females","Number","40.296"
"Total","Andorra","2011","Total","Number","78.115"
"Total","Andorra","2011","Males","Number","39.863"
"Total","Andorra","2011","Females","Number","38.252"
"Total","Andorra","2012","Total","Number","78.115"
"Total","Andorra","2012","Males","Number","39.863"
"Total","Andorra","2012","Females","Number","38.252"
"Total","Andorra","2013","Total","Number","76.246"
"Total","Andorra","2013","Males","Number","38.838"
"Total","Andorra","2013","Females","Number","37.408"
"Total","Andorra","2014","Total","Number",":"
"Total","Andorra","2014","Males","Number",":"
"Total","Andorra","2014","Females","Number",":"
"Total","Andorra","2015","Total","Number",":"
"Total","Andorra","2015","Males","Number",":"
"Total","Andorra","2015","Females","Number",":"
"Total","Andorra","2016","Total","Number",":"
"Total","Andorra","2016","Males","Number",":"
"Total","Andorra","2016","Females","Number",":"
"Total","Andorra","2017","Total","Number",":"
"Total","Andorra","2017","Males","Number",":"
"Total","Andorra","2017","Females","Number",":"
"Total","Andorra","2018","Total","Number",":"
"Total","Andorra","2018","Males","Number",":"
"Total","Andorra","2018","Females","Number",":"
"Total","Belarus","1960","Total","Number",":"
"Total","Belarus","1960","Males","Number",":"
"Total","Belarus","1960","Females","Number",":"
"Total","Belarus","1961","Total","Number",":"
"Total","Belarus","1961","Males","Number",":"
"Total","Belarus","1961","Females","Number",":"
"Total","Belarus","1962","Total","Number",":"
"Total","Belarus","1962","Males","Number",":"
"Total","Belarus","1962","Females","Number",":"
"Total","Belarus","1963","Total","Number",":"
"Total","Belarus","1963","Males","Number",":"
"Total","Belarus","1963","Females","Number",":"
"Total","Belarus","1964","Total","Number",":"
"Total","Belarus","1964","Males","Number",":"
"Total","Belarus","1964","Females","Number",":"
"Total","Belarus","1965","Total","Number",":"
"Total","Belarus","1965","Males","Number",":"
"Total","Belarus","1965","Females","Number",":"
"Total","Belarus","1966","Total","Number",":"
"Total","Belarus","1966","Males","Number",":"
"Total","Belarus","1966","Females","Number",":"
"Total","Belarus","1967","Total","Number",":"
"Total","Belarus","1967","Males","Number",":"
"Total","Belarus","1967","Females","Number",":"
"Total","Belarus","1968","Total","Number",":"
"Total","Belarus","1968","Males","Number",":"
"Total","Belarus","1968","Females","Number",":"
"Total","Belarus","1969","Total","Number",":"
"Total","Belarus","1969","Males","Number",":"
"Total","Belarus","1969","Females","Number",":"
"Total","Belarus","1970","Total","Number",":"
"Total","Belarus","1970","Males","Number",":"
"Total","Belarus","1970","Females","Number",":"
"Total","Belarus","1971","Total","Number",":"
"Total","Belarus","1971","Males","Number",":"
"Total","Belarus","1971","Females","Number",":"
"Total","Belarus","1972","Total","Number",":"
"Total","Belarus","1972","Males","Number",":"
"Total","Belarus","1972","Females","Number",":"
"Total","Belarus","1973","Total","Number",":"
"Total","Belarus","1973","Males","Number",":"
"Total","Belarus","1973","Females","Number",":"
"Total","Belarus","1974","Total","Number",":"
"Total","Belarus","1974","Males","Number",":"
"Total","Belarus","1974","Females","Number",":"
"Total","Belarus","1975","Total","Number",":"
"Total","Belarus","1975","Males","Number",":"
"Total","Belarus","1975","Females","Number",":"
"Total","Belarus","1976","Total","Number",":"
"Total","Belarus","1976","Males","Number",":"
"Total","Belarus","1976","Females","Number",":"
"Total","Belarus","1977","Total","Number",":"
"Total","Belarus","1977","Males","Number",":"
"Total","Belarus","1977","Females","Number",":"
"Total","Belarus","1978","Total","Number",":"
"Total","Belarus","1978","Males","Number",":"
"Total","Belarus","1978","Females","Number",":"
"Total","Belarus","1979","Total","Number",":"
"Total","Belarus","1979","Males","Number",":"
"Total","Belarus","1979","Females","Number",":"
"Total","Belarus","1980","Total","Number",":"
"Total","Belarus","1980","Males","Number",":"
"Total","Belarus","1980","Females","Number",":"
"Total","Belarus","1981","Total","Number",":"
"Total","Belarus","1981","Males","Number",":"
"Total","Belarus","1981","Females","Number",":"
"Total","Belarus","1982","Total","Number",":"
"Total","Belarus","1982","Males","Number",":"
"Total","Belarus","1982","Females","Number",":"
"Total","Belarus","1983","Total","Number",":"
"Total","Belarus","1983","Males","Number",":"
"Total","Belarus","1983","Females","Number",":"
"Total","Belarus","1984","Total","Number",":"
"Total","Belarus","1984","Males","Number",":"
"Total","Belarus","1984","Females","Number",":"
"Total","Belarus","1985","Total","Number",":"
"Total","Belarus","1985","Males","Number",":"
"Total","Belarus","1985","Females","Number",":"
"Total","Belarus","1986","Total","Number",":"
"Total","Belarus","1986","Males","Number",":"
"Total","Belarus","1986","Females","Number",":"
"Total","Belarus","1987","Total","Number",":"
"Total","Belarus","1987","Males","Number",":"
"Total","Belarus","1987","Females","Number",":"
"Total","Belarus","1988","Total","Number",":"
"Total","Belarus","1988","Males","Number",":"
"Total","Belarus","1988","Females","Number",":"
"Total","Belarus","1989","Total","Number",":"
"Total","Belarus","1989","Males","Number",":"
"Total","Belarus","1989","Females","Number",":"
"Total","Belarus","1990","Total","Number",":"
"Total","Belarus","1990","Males","Number",":"
"Total","Belarus","1990","Females","Number",":"
"Total","Belarus","1991","Total","Number",":"
"Total","Belarus","1991","Males","Number",":"
"Total","Belarus","1991","Females","Number",":"
"Total","Belarus","1992","Total","Number",":"
"Total","Belarus","1992","Males","Number",":"
"Total","Belarus","1992","Females","Number",":"
"Total","Belarus","1993","Total","Number",":"
"Total","Belarus","1993","Males","Number",":"
"Total","Belarus","1993","Females","Number",":"
"Total","Belarus","1994","Total","Number",":"
"Total","Belarus","1994","Males","Number",":"
"Total","Belarus","1994","Females","Number",":"
"Total","Belarus","1995","Total","Number",":"
"Total","Belarus","1995","Males","Number",":"
"Total","Belarus","1995","Females","Number",":"
"Total","Belarus","1996","Total","Number",":"
"Total","Belarus","1996","Males","Number",":"
"Total","Belarus","1996","Females","Number",":"
"Total","Belarus","1997","Total","Number",":"
"Total","Belarus","1997","Males","Number",":"
"Total","Belarus","1997","Females","Number",":"
"Total","Belarus","1998","Total","Number",":"
"Total","Belarus","1998","Males","Number",":"
"Total","Belarus","1998","Females","Number",":"
"Total","Belarus","1999","Total","Number",":"
"Total","Belarus","1999","Males","Number",":"
"Total","Belarus","1999","Females","Number",":"
"Total","Belarus","2000","Total","Number","10.019.480"
"Total","Belarus","2000","Males","Number","4.703.212"
"Total","Belarus","2000","Females","Number","5.316.268"
"Total","Belarus","2001","Total","Number","9.990.435"
"Total","Belarus","2001","Males","Number","4.687.717"
"Total","Belarus","2001","Females","Number","5.302.718"
"Total","Belarus","2002","Total","Number","9.950.941"
"Total","Belarus","2002","Males","Number","4.666.476"
"Total","Belarus","2002","Females","Number","5.284.465"
"Total","Belarus","2003","Total","Number","9.898.590"
"Total","Belarus","2003","Males","Number","4.637.741"
"Total","Belarus","2003","Females","Number","5.260.849"
"Total","Belarus","2004","Total","Number","9.849.062"
"Total","Belarus","2004","Males","Number","4.610.183"
"Total","Belarus","2004","Females","Number","5.238.879"
"Total","Belarus","2005","Total","Number","9.800.073"
"Total","Belarus","2005","Males","Number","4.583.082"
"Total","Belarus","2005","Females","Number","5.216.991"
"Total","Belarus","2006","Total","Number","9.750.540"
"Total","Belarus","2006","Males","Number","4.555.296"
"Total","Belarus","2006","Females","Number","5.195.244"
"Total","Belarus","2007","Total","Number","9.714.461"
"Total","Belarus","2007","Males","Number","4.535.032"
"Total","Belarus","2007","Females","Number","5.179.429"
"Total","Belarus","2008","Total","Number","9.689.770"
"Total","Belarus","2008","Males","Number","4.521.412"
"Total","Belarus","2008","Females","Number","5.168.358"
"Total","Belarus","2009","Total","Number","9.671.912"
"Total","Belarus","2009","Males","Number","4.511.623"
"Total","Belarus","2009","Females","Number","5.160.289"
"Total","Belarus","2010","Total","Number","9.480.178"
"Total","Belarus","2010","Males","Number","4.416.912"
"Total","Belarus","2010","Females","Number","5.063.266"
"Total","Belarus","2011","Total","Number","9.481.193"
"Total","Belarus","2011","Males","Number","4.408.159"
"Total","Belarus","2011","Females","Number","5.073.034"
"Total","Belarus","2012","Total","Number","9.465.150"
"Total","Belarus","2012","Males","Number","4.398.293"
"Total","Belarus","2012","Females","Number","5.066.857"
"Total","Belarus","2013","Total","Number","9.463.840"
"Total","Belarus","2013","Males","Number","4.397.526"
"Total","Belarus","2013","Females","Number","5.066.314"
"Total","Belarus","2014","Total","Number","9.468.154"
"Total","Belarus","2014","Males","Number","4.401.211"
"Total","Belarus","2014","Females","Number","5.066.943"
"Total","Belarus","2015","Total","Number","9.480.868"
"Total","Belarus","2015","Males","Number","4.409.197"
"Total","Belarus","2015","Females","Number","5.071.671"
"Total","Belarus","2016","Total","Number","9.498.364"
"Total","Belarus","2016","Males","Number","4.420.842"
"Total","Belarus","2016","Females","Number","5.077.522"
"Total","Belarus","2017","Total","Number","9.504.704"
"Total","Belarus","2017","Males","Number","4.426.519"
"Total","Belarus","2017","Females","Number","5.078.185"
"Total","Belarus","2018","Total","Number","9.491.823"
"Total","Belarus","2018","Males","Number","4.421.534"
"Total","Belarus","2018","Females","Number","5.070.289"
"Total","Bosnia and Herzegovina","1960","Total","Number","3.212.349"
"Total","Bosnia and Herzegovina","1960","Males","Number",":"
"Total","Bosnia and Herzegovina","1960","Females","Number",":"
"Total","Bosnia and Herzegovina","1961","Total","Number","3.265.629"
"Total","Bosnia and Herzegovina","1961","Males","Number",":"
"Total","Bosnia and Herzegovina","1961","Females","Number",":"
"Total","Bosnia and Herzegovina","1962","Total","Number","3.329.909"
"Total","Bosnia and Herzegovina","1962","Males","Number",":"
"Total","Bosnia and Herzegovina","1962","Females","Number",":"
"Total","Bosnia and Herzegovina","1963","Total","Number","3.406.130"
"Total","Bosnia and Herzegovina","1963","Males","Number",":"
"Total","Bosnia and Herzegovina","1963","Females","Number",":"
"Total","Bosnia and Herzegovina","1964","Total","Number","3.480.448"
"Total","Bosnia and Herzegovina","1964","Males","Number",":"
"Total","Bosnia and Herzegovina","1964","Females","Number",":"
"Total","Bosnia and Herzegovina","1965","Total","Number","3.553.053"
"Total","Bosnia and Herzegovina","1965","Males","Number",":"
"Total","Bosnia and Herzegovina","1965","Females","Number",":"
"Total","Bosnia and Herzegovina","1966","Total","Number","3.627.922"
"Total","Bosnia and Herzegovina","1966","Males","Number",":"
"Total","Bosnia and Herzegovina","1966","Females","Number",":"
"Total","Bosnia and Herzegovina","1967","Total","Number","3.700.916"
"Total","Bosnia and Herzegovina","1967","Males","Number",":"
"Total","Bosnia and Herzegovina","1967","Females","Number",":"
"Total","Bosnia and Herzegovina","1968","Total","Number","3.767.185"
"Total","Bosnia and Herzegovina","1968","Males","Number",":"
"Total","Bosnia and Herzegovina","1968","Females","Number",":"
"Total","Bosnia and Herzegovina","1969","Total","Number","3.734.546"
"Total","Bosnia and Herzegovina","1969","Males","Number",":"
"Total","Bosnia and Herzegovina","1969","Females","Number",":"
"Total","Bosnia and Herzegovina","1970","Total","Number","3.685.694"
"Total","Bosnia and Herzegovina","1970","Males","Number",":"
"Total","Bosnia and Herzegovina","1970","Females","Number",":"
"Total","Bosnia and Herzegovina","1971","Total","Number","3.731.216"
"Total","Bosnia and Herzegovina","1971","Males","Number",":"
"Total","Bosnia and Herzegovina","1971","Females","Number",":"
"Total","Bosnia and Herzegovina","1972","Total","Number","3.789.131"
"Total","Bosnia and Herzegovina","1972","Males","Number",":"
"Total","Bosnia and Herzegovina","1972","Females","Number",":"
"Total","Bosnia and Herzegovina","1973","Total","Number","3.845.048"
"Total","Bosnia and Herzegovina","1973","Males","Number",":"
"Total","Bosnia and Herzegovina","1973","Females","Number",":"
"Total","Bosnia and Herzegovina","1974","Total","Number","3.898.064"
"Total","Bosnia and Herzegovina","1974","Males","Number",":"
"Total","Bosnia and Herzegovina","1974","Females","Number",":"
"Total","Bosnia and Herzegovina","1975","Total","Number","3.950.628"
"Total","Bosnia and Herzegovina","1975","Males","Number",":"
"Total","Bosnia and Herzegovina","1975","Females","Number",":"
"Total","Bosnia and Herzegovina","1976","Total","Number","4.004.830"
"Total","Bosnia and Herzegovina","1976","Males","Number",":"
"Total","Bosnia and Herzegovina","1976","Females","Number",":"
"Total","Bosnia and Herzegovina","1977","Total","Number","4.059.247"
"Total","Bosnia and Herzegovina","1977","Males","Number",":"
"Total","Bosnia and Herzegovina","1977","Females","Number",":"
"Total","Bosnia and Herzegovina","1978","Total","Number","4.110.203"
"Total","Bosnia and Herzegovina","1978","Males","Number",":"
"Total","Bosnia and Herzegovina","1978","Females","Number",":"
"Total","Bosnia and Herzegovina","1979","Total","Number","4.157.746"
"Total","Bosnia and Herzegovina","1979","Males","Number",":"
"Total","Bosnia and Herzegovina","1979","Females","Number",":"
"Total","Bosnia and Herzegovina","1980","Total","Number","4.136.941"
"Total","Bosnia and Herzegovina","1980","Males","Number",":"
"Total","Bosnia and Herzegovina","1980","Females","Number",":"
"Total","Bosnia and Herzegovina","1981","Total","Number","4.114.030"
"Total","Bosnia and Herzegovina","1981","Males","Number",":"
"Total","Bosnia and Herzegovina","1981","Females","Number",":"
"Total","Bosnia and Herzegovina","1982","Total","Number","4.158.361"
"Total","Bosnia and Herzegovina","1982","Males","Number",":"
"Total","Bosnia and Herzegovina","1982","Females","Number",":"
"Total","Bosnia and Herzegovina","1983","Total","Number","4.203.208"
"Total","Bosnia and Herzegovina","1983","Males","Number",":"
"Total","Bosnia and Herzegovina","1983","Females","Number",":"
"Total","Bosnia and Herzegovina","1984","Total","Number","4.248.746"
"Total","Bosnia and Herzegovina","1984","Males","Number",":"
"Total","Bosnia and Herzegovina","1984","Females","Number",":"
"Total","Bosnia and Herzegovina","1985","Total","Number","4.293.863"
"Total","Bosnia and Herzegovina","1985","Males","Number",":"
"Total","Bosnia and Herzegovina","1985","Females","Number",":"
"Total","Bosnia and Herzegovina","1986","Total","Number","4.337.350"
"Total","Bosnia and Herzegovina","1986","Males","Number",":"
"Total","Bosnia and Herzegovina","1986","Females","Number",":"
"Total","Bosnia and Herzegovina","1987","Total","Number","4.379.545"
"Total","Bosnia and Herzegovina","1987","Males","Number",":"
"Total","Bosnia and Herzegovina","1987","Females","Number",":"
"Total","Bosnia and Herzegovina","1988","Total","Number","4.421.373"
"Total","Bosnia and Herzegovina","1988","Males","Number",":"
"Total","Bosnia and Herzegovina","1988","Females","Number",":"
"Total","Bosnia and Herzegovina","1989","Total","Number","4.461.498"
"Total","Bosnia and Herzegovina","1989","Males","Number",":"
"Total","Bosnia and Herzegovina","1989","Females","Number",":"
"Total","Bosnia and Herzegovina","1990","Total","Number","4.499.203"
"Total","Bosnia and Herzegovina","1990","Males","Number",":"
"Total","Bosnia and Herzegovina","1990","Females","Number",":"
"Total","Bosnia and Herzegovina","1991","Total","Number","4.517.921"
"Total","Bosnia and Herzegovina","1991","Males","Number",":"
"Total","Bosnia and Herzegovina","1991","Females","Number",":"
"Total","Bosnia and Herzegovina","1992","Total","Number",":"
"Total","Bosnia and Herzegovina","1992","Males","Number",":"
"Total","Bosnia and Herzegovina","1992","Females","Number",":"
"Total","Bosnia and Herzegovina","1993","Total","Number",":"
"Total","Bosnia and Herzegovina","1993","Males","Number",":"
"Total","Bosnia and Herzegovina","1993","Females","Number",":"
"Total","Bosnia and Herzegovina","1994","Total","Number",":"
"Total","Bosnia and Herzegovina","1994","Males","Number",":"
"Total","Bosnia and Herzegovina","1994","Females","Number",":"
"Total","Bosnia and Herzegovina","1995","Total","Number",":"
"Total","Bosnia and Herzegovina","1995","Males","Number",":"
"Total","Bosnia and Herzegovina","1995","Females","Number",":"
"Total","Bosnia and Herzegovina","1996","Total","Number",":"
"Total","Bosnia and Herzegovina","1996","Males","Number",":"
"Total","Bosnia and Herzegovina","1996","Females","Number",":"
"Total","Bosnia and Herzegovina","1997","Total","Number","3.727.439"
"Total","Bosnia and Herzegovina","1997","Males","Number","1.804.854"
"Total","Bosnia and Herzegovina","1997","Females","Number","1.922.585"
"Total","Bosnia and Herzegovina","1998","Total","Number","3.549.736"
"Total","Bosnia and Herzegovina","1998","Males","Number",":"
"Total","Bosnia and Herzegovina","1998","Females","Number",":"
"Total","Bosnia and Herzegovina","1999","Total","Number",":"
"Total","Bosnia and Herzegovina","1999","Males","Number",":"
"Total","Bosnia and Herzegovina","1999","Females","Number",":"
"Total","Bosnia and Herzegovina","2000","Total","Number","3.753.085"
"Total","Bosnia and Herzegovina","2000","Males","Number","1.839.012"
"Total","Bosnia and Herzegovina","2000","Females","Number","1.914.073"
"Total","Bosnia and Herzegovina","2001","Total","Number","3.789.717"
"Total","Bosnia and Herzegovina","2001","Males","Number","1.856.962"
"Total","Bosnia and Herzegovina","2001","Females","Number","1.932.756"
"Total","Bosnia and Herzegovina","2002","Total","Number","3.813.167"
"Total","Bosnia and Herzegovina","2002","Males","Number","1.868.452"
"Total","Bosnia and Herzegovina","2002","Females","Number","1.944.715"
"Total","Bosnia and Herzegovina","2003","Total","Number","3.830.349"
"Total","Bosnia and Herzegovina","2003","Males","Number","1.876.871"
"Total","Bosnia and Herzegovina","2003","Females","Number","1.953.478"
"Total","Bosnia and Herzegovina","2004","Total","Number","3.837.414"
"Total","Bosnia and Herzegovina","2004","Males","Number","1.880.333"
"Total","Bosnia and Herzegovina","2004","Females","Number","1.957.082"
"Total","Bosnia and Herzegovina","2005","Total","Number","3.842.532"
"Total","Bosnia and Herzegovina","2005","Males","Number","1.882.841"
"Total","Bosnia and Herzegovina","2005","Females","Number","1.959.692"
"Total","Bosnia and Herzegovina","2006","Total","Number","3.842.650"
"Total","Bosnia and Herzegovina","2006","Males","Number","1.882.898"
"Total","Bosnia and Herzegovina","2006","Females","Number","1.959.752"
"Total","Bosnia and Herzegovina","2007","Total","Number","3.844.017"
"Total","Bosnia and Herzegovina","2007","Males","Number","1.883.568"
"Total","Bosnia and Herzegovina","2007","Females","Number","1.960.449"
"Total","Bosnia and Herzegovina","2008","Total","Number","3.843.846"
"Total","Bosnia and Herzegovina","2008","Males","Number","1.883.485"
"Total","Bosnia and Herzegovina","2008","Females","Number","1.960.361"
"Total","Bosnia and Herzegovina","2009","Total","Number","3.843.998"
"Total","Bosnia and Herzegovina","2009","Males","Number","1.878.012"
"Total","Bosnia and Herzegovina","2009","Females","Number","1.965.986"
"Total","Bosnia and Herzegovina","2010","Total","Number","3.844.046"
"Total","Bosnia and Herzegovina","2010","Males","Number","1.878.035"
"Total","Bosnia and Herzegovina","2010","Females","Number","1.966.011"
"Total","Bosnia and Herzegovina","2011","Total","Number","3.843.183"
"Total","Bosnia and Herzegovina","2011","Males","Number","1.877.482"
"Total","Bosnia and Herzegovina","2011","Females","Number","1.965.701"
"Total","Bosnia and Herzegovina","2012","Total","Number","3.839.265"
"Total","Bosnia and Herzegovina","2012","Males","Number","1.875.610"
"Total","Bosnia and Herzegovina","2012","Females","Number","1.963.655"
"Total","Bosnia and Herzegovina","2013","Total","Number",":"
"Total","Bosnia and Herzegovina","2013","Males","Number",":"
"Total","Bosnia and Herzegovina","2013","Females","Number",":"
"Total","Bosnia and Herzegovina","2014","Total","Number",":"
"Total","Bosnia and Herzegovina","2014","Males","Number",":"
"Total","Bosnia and Herzegovina","2014","Females","Number",":"
"Total","Bosnia and Herzegovina","2015","Total","Number",":"
"Total","Bosnia and Herzegovina","2015","Males","Number",":"
"Total","Bosnia and Herzegovina","2015","Females","Number",":"
"Total","Bosnia and Herzegovina","2016","Total","Number",":"
"Total","Bosnia and Herzegovina","2016","Males","Number",":"
"Total","Bosnia and Herzegovina","2016","Females","Number",":"
"Total","Bosnia and Herzegovina","2017","Total","Number",":"
"Total","Bosnia and Herzegovina","2017","Males","Number",":"
"Total","Bosnia and Herzegovina","2017","Females","Number",":"
"Total","Bosnia and Herzegovina","2018","Total","Number",":"
"Total","Bosnia and Herzegovina","2018","Males","Number",":"
"Total","Bosnia and Herzegovina","2018","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1960","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1960","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1960","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1961","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1961","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1961","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1962","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1962","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1962","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1963","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1963","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1963","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1964","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1964","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1964","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1965","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1965","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1965","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1966","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1966","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1966","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1967","Total","Number",":"
